Unique_ID,Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,Evaluated_AID_Contract_Num,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,URI,USAID_Geography,USAID_Project_Number,Digital_Object_Identifier,Date_Form,year_x,country_code,country_year,Business & Investment Environment,Child Health,Civil Society & Media Effectiveness,Economic Gender Gap,Education Quality,Environmental Policy,Export Sophistication,GDP Per Capita (PPP),Government Effectiveness,Information & Communication Technology (ICT) Adoption,Liberal Democracy,Open Government,Poverty Rate ($5/Day),Safety & Security,Social Group Equality,Tax System Effectiveness,Trade Freedom,iso,year_y,comm_missing,comm_score,cap_missing,cap_score,0_near,1_near,2_near,3_near,4_near
PA-00J-XGB,"The USAID/Nicaragua Health Program (2008-2013) worked to achieve a more educated and healthy population with a greater ability to contribute to and share the benefits of a growing economy and strengthen the health sector of Nicaragua (e.g. public and private sectors, NGOs, universities and communities) by providing technical and financial assistance.&nbsp; The purpose of this evaluation was to: (1) determine the extent to which the objectives of the program were met and their contribution to the gender approach; (2) to evaluate the implementation of the mid-term (2007) evaluation recommendations; and (3) to identify the key factors that contributed to or prevented achieving the proposed results.&nbsp; In general, during the period studied, Nicaragua has made significant progress in family planning and maternal and child health.&nbsp; The Government of Nicaragua-led implementation of health policies, plans and strategies, coupled with the harmonization and coordination of international health cooperation (including USAID cooperation), has contributed to progress in the main demographic and maternal and child health indicators: (1) total fertility rate (TFR); (2) maternal mortality rate (MMR); (3) mortality rate (MR) in children under 5 years of age; (4) infant mortality rate (IMR); (5) neonatal mortality rate (NMR); and (6) chronic malnutrition (CM) in children under 5 years of age.&nbsp; In the case of HIV/AIDS, as expected, increasing the coverage of counseling and voluntary testing in key populations has increased the disease's prevalence and incidence, but has reduced its lethality and mortality.&nbsp; As this report shows, implementing the Family and Community Health Model (MOSAFC) has been fundamental to the country's health achievements, especially the role of the Family, Community and Life Committee (GFCV), which is the cornerstone of Ministry of Heath (MINSA) health promotion and prevention work.&nbsp; (Excerpt, modified)","""Period December 2008-January 2013"" ~|~_©_~|~ Footer title: USAID/Nicaragua: health program performance for the 2008-2013 period ~|~_©_~|~ Also known as: USAID/Nicaragua health program performance evaluation ~|~_©_~|~ Project title: Global health tech bridge III (GH tech bridge 3) ~|~_©_~|~ Mid-term evaluation: PB-AAB-115",Final Evaluation Report,Documents,AID-OAA-C-13-00032,,6/1/2014 0:00,,HIV/AIDS ~|~_©_~|~ Child malnutrition ~|~_©_~|~ Communities ~|~_©_~|~ Cooperation ~|~_©_~|~ Disease prevention and control ~|~_©_~|~ Family health care ~|~_©_~|~ Gender equality ~|~_©_~|~ USAID,Nicaragua,,http://pdf.usaid.gov/pdf_docs/PA00JXGB.pdf,10155 KB,"011492 - Development & Training Services, Inc. (dTS)",,010822 - USAID. Bur. for Global Health,English,application/pdf,,,,Maternal child health care,[June 2014],,13-B3-006,,"USAID/Nicaragua health program performance : contributing to improved maternal, reproductive and child health in Nicaragua",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg5MTcy,Nicaragua,,,2014-06-01,2014,NIC,NIC_2014,0.31944924580276396,0.8034789762047769,0.5141065830721,0.588858570499465,,,0.36698116782236406,0.39108485681089505,0.3483035891295,,0.153234960272418,0.32895496055555196,0.684920226453937,0.6186274291404189,0.432306497540771,0.342592592592593,,NIC,2014,2.0,0.364560846934194,2.0,0.5087619276533231,UZB_2015,GTM_2015,GTM_2013,HND_2013,HND_2015
PA-00J-X93,,"Evaluated project title: Ghana water, sanitation and hygiene (GWASH) ~|~_©_~|~ Task order no. 01 ~|~_©_~|~ Project title: Integrated water and coastal resources management indefinite quantity contract (IWCRM IQC)",Final Evaluation Report,Documents,AID-OAA-TO-10-00016 ~|~_©_~|~ EPP-I-00-04-00020-00 ~|~_©_~|~ AID-EPP-I-00-04-00020,,11/1/2013 0:00,,Water sanitation ~|~_©_~|~ Hygiene ~|~_©_~|~ Integrated coastal management ~|~_©_~|~ Natural resource management ~|~_©_~|~ Technical assistance ~|~_©_~|~ Behavior change ~|~_©_~|~ Community development ~|~_©_~|~ Pumps,Ghana,641-A-00-10-00003-00 ~|~_©_~|~ AID-641-A-00-10-00003,http://pdf.usaid.gov/pdf_docs/PA00JX93.pdf,1654 KB,009456 - Chemonics International Inc.,,"008547 - USAID. Mission to Ghana ~|~_©_~|~ 013900 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Water",English,application/pdf,,,"Buzzard, Shirley ~|~_©_~|~ Berg, Paul ~|~_©_~|~ et al.",Water supply and sanitation,1-Nov-13,,,,"Evaluation of the USAID Ghana water, sanitation, and hygiene program : quick response technical assistance task order under the USAID integrated water and coastal resources management indefinite quantity contract",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg5MDMw,Ghana,,,2013-11-01,2013,GHA,GHA_2013,0.4460888046052921,0.4674432341388421,0.960292580982236,0.669697865083692,,0.444444444444444,0.394016899700656,0.35948670383572207,0.504815500476805,,0.696935300794552,,,0.7120485348988029,0.8270774009836909,0.25925925925925897,,GHA,2013,2.0,0.6168487631823343,3.0,0.522480387613189,SEN_2014,SEN_2015,MNG_2015,SEN_2013,IDN_2016
PB-AAA-569,,"Project title: Land, water and livelihoods restoration through holistic management",Final Evaluation Report,Documents,DFD-G-00-10-00084-00 ~|~_©_~|~ AID-DFD-G-00-10-00084,,11/1/2013 0:00,,Agriculture ~|~_©_~|~ Communities ~|~_©_~|~ Diseases ~|~_©_~|~ Health ~|~_©_~|~ Management ~|~_©_~|~ Nutrition ~|~_©_~|~ Training,Zimbabwe ~|~_©_~|~ Southern Africa ~|~_©_~|~ Africa south of Sahara,DFD-G-00-10-00084-00 ~|~_©_~|~ AID-DFD-G-00-10-00084,http://pdf.usaid.gov/pdf_docs/PBAAA569.pdf,671 KB,040775 - Africa Centre for Holistic Management,,000624 - USAID. Ofc. of U.S. Foreign Disaster Assistance (OFDA),English,application/pdf,,,"Nott, Colin",Agricultural management,Nov-13,,,,"Land, water & livelihoods restoration through holistic management, agreement # DFD-G-00-10-00084-00 : final four year independent evaluation report (2010 through 2013)",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg5MDE1,,,,2013-11-01,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00J-X3J,"The Alliance for Mindanao Off-grid Renewable Energy (AMORE) 3 program's goal was to strengthen modern rural energy services via public-private partnerships, including household electrification, school electrification for improved basic education, and renewable energy workforce development.&nbsp; The evaluation covers the assessment of the four major outcomes of the program: (1) effectiveness; (2) efficiency, (3) sustainability, and (4) gender.&nbsp; The specific purpose of this evaluation was to assess how successful the AMORE 3 program was in achieving the following objectives: (1) assist the Government of the Philippines in extending renewable energy-based rural electricity services to un-served and under served households in rural communities in Mindanao; (2) Expand the use of clean energy technologies to support social and economic development through vital services to rural communities; (3) strengthen clean energy technology and workforce development through renewable energy education and training; and (4) support peace and development initiatives in Mindanao through the provision of electrification and related services to disadvantaged communities in conflict affected and post-conflict areas.&nbsp; The evaluation also reviewed and referenced AMORE 1 and 2 to describe lessons learned and how processes, practices, policies, and partnerships evolved through more than a decade of rural electrification work in remote&nbsp;conflict areas.&nbsp;&nbsp;(Excerpt, modified)",Header title: Final performance evaluation USAID/Philippines' alliance for Mindanao off-grid renewable energy (AMORE) 3 program ~|~_©_~|~ Evaluated project title: Alliance for Mindanao off-grid renewable energy 3 (AMORE 3),Final Evaluation Report,Documents,AID-492-E-13-00002,,4/1/2014 0:00,,Electrification ~|~_©_~|~ Farms ~|~_©_~|~ Households ~|~_©_~|~ Kerosene ~|~_©_~|~ Learning readiness ~|~_©_~|~ Public opinion ~|~_©_~|~ Sustainable development ~|~_©_~|~ Water sanitation,Philippines,,http://pdf.usaid.gov/pdf_docs/PA00JX3J.pdf,15221 KB,040510 - Sustainable Development Solutions (SDS),,008592 - USAID. Mission to Philippines,English,application/pdf,,,"Robins, Bruce ~|~_©_~|~ Sealza, Lita ~|~_©_~|~ et al.",Renewable energy resources,30-Apr-14,,,,Final performance evaluation USAID/Philippines' alliance for Mindanao off-grid renewable energy (AMORE) 3 program : final report,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4ODc5,Philippines,,,2014-04-01,2014,PHL,PHL_2014,0.44240409723595797,0.8268503999154091,0.9435736677115991,0.8388770073578979,,,0.687469212989277,0.44074338083814396,0.566486673526295,,0.49375709421112396,0.47467966342602297,,0.46670631025923,0.5607041159720421,0.24074074074074103,,PHL,2014,2.0,0.562084395640609,3.0,0.5960814837115279,MEX_2017,COL_2015,TUN_2016,PER_2015,ARM_2014
PA-00J-WXB,,Project title: Responding to the need for family planning through expanded contraceptive choices and program services (RESPOND),Final Evaluation Report,Documents,GPO-A-00-08-00007-00 ~|~_©_~|~ AID-GPO-A-00-08-00007,,6/1/2014 0:00,,Accountability ~|~_©_~|~ Condoms ~|~_©_~|~ Containers ~|~_©_~|~ Drums (containers) ~|~_©_~|~ Family planning behavior ~|~_©_~|~ Observation ~|~_©_~|~ Vasectomies ~|~_©_~|~ Waste disposal,India,GPO-A-00-08-00007-00 ~|~_©_~|~ AID-GPO-A-00-08-00007,http://pdf.usaid.gov/pdf_docs/PA00JWXB.pdf,2220 KB,011123 - EngenderHealth,,011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health,English,application/pdf,,,,Reproductive health care,Jun-14,,,"RESPOND project study series : contributions to global knowledge report, no. 15","End-of-project evaluation of the RESPOND no-scalpel vasectomy initiative in Uttar Pradesh and Jharkhand States, India",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4NzY3,India,,,2014-06-01,2014,IND,IND_2014,0.438159324148966,0.716132604759362,0.818181818181818,0.261056619951741,,,0.572922587245652,0.37830932070742695,0.482112407851281,,0.623155505107832,0.515031528897829,,0.323750487143296,0.675122961428941,0.314814814814815,,IND,2014,2.0,0.5025051879070619,3.0,0.5151748629576645,AZE_2014,AZE_2015,VNM_2013,VNM_2015,NPL_2018
PA-00J-WVC,"The Nepal Economic, Agriculture, and Trade (NEAT) program was implemented between 2011 and 2013, following Nepal's being named a country of focus by Feed the Future, Global Health, and Global Climate Change initiatives. &nbsp;The program focused on: (1) enhancing food security; &nbsp;(2) increasing agricultural production, exports, and sales; (3) improving capacity; &nbsp;(4) increasing government revenue; and (5) improving trade and commerce in 21 districts in the East, Far West, Midwest, and Western regions of Nepal.&nbsp; NEAT's evaluation focuses on the following six guiding evaluation questions, as posed by USAID/Nepal:&nbsp; (1) how appropriate and effective were NEAT's approaches and interventions in promoting inclusive economic growth; (2) how effective was the NEAT program in improving the economic status of women and disadvantaged populations; (3) How has NEAT's policy-reform work improved the business-enabling environment for private sector&ndash;led growth; (4) how appropriate and effective was the program in improving the government of Nepal's (GON's) systems and capacity for economic growth; (5) how has the program enhanced the competitiveness of the selected agriculture value chains (lentil, ginger, vegetables, and tea); and (6) what are the prospects for sustainability of the end results produced by the NEAT program?&nbsp; Overall, the NEAT program was successful in its attempt to enable a better policy and business environment through its many activities with the public and private sectors.&nbsp; Specific detailed analyses of each evaluation question outlines conclusions, recommendations and results.&nbsp; (Excerpt, modified)","Evaluated task order title: Nepal economic, agriculture, and trade (NEAT) ~|~_©_~|~ Project title: Learning, evaluation, and analysis project (LEAP)",Final Evaluation Report,Documents,AID-OAA-C-11-00169,,5/1/2014 0:00,,Agricultural economics ~|~_©_~|~ Agricultural markets ~|~_©_~|~ Agricultural production ~|~_©_~|~ Agricultural technology ~|~_©_~|~ Farmers ~|~_©_~|~ Food production ~|~_©_~|~ Food security ~|~_©_~|~ Tea,Nepal,AID-367-TO-11-00001 ~|~_©_~|~ EEM-I-000-07-00008-00,http://pdf.usaid.gov/pdf_docs/PA00JWVC.pdf,954 KB,"040314 - Optimal Solutions Group, LLC",,"013891 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Economic Policy",English,application/pdf,,,"Hanson, Jim ~|~_©_~|~ Dadzie, Christabel ~|~_©_~|~ et al.",Economic growth and development,30-May-14,,,,"Nepal economic, agriculture, and trade (NEAT) activity performance evaluation : final report",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4NzEz,,,,2014-05-01,2014,NPL,NPL_2014,0.303217522876042,0.7224210038787959,0.8913270637408571,0.527742952600736,,,,0.259919716876459,0.34541723938864594,,0.5561861520998871,0.509085059204063,,0.586802953996135,0.8444214341185609,0.37037037037037,,NPL,2014,2.0,0.5481306241798578,4.0,0.5293763913752105,AZE_2018,IDN_2015,IDN_2014,AZE_2017,VNM_2015
PA-00J-WVB,"Pastoralist communities in Ethiopia exhibit some of the lowest water and sanitation coverage rates in the world. &nbsp;Building on considerable water, sanitation, and hygiene (WASH) experience in conflict-prone pastoralist areas, the Internal Rescue Committee (IRC) Water, Sanitation, and Hygiene Transformation for Enhanced Resilience (WATER) project contributed significantly to improving pastoralists' access to clean and sustainable water sources, hygiene awareness and access to sanitation, and rangeland management practices. &nbsp;The evaluation team sought to answer these questions: &nbsp;(1) what were the project's contributions towards meeting the development objective of economic growth; (2) how effective was the project in achieving its anticipated results; (3) how effective was the project in mainstreaming gender issues and addressing the needs of people with disabilities; (4) how was the project's approach and methodology designed to achieve project objectives; (5) what worked well and what did not work [and] how [and] why? &nbsp;One of the main conclusions of the performance evaluation is that the project was very effective in achieving its anticipated results in terms of providing access to improved water sources and on hygiene and sanitation awareness. &nbsp;The project implementing partners have operated competently and have met all expectations as indicated in the project documents. &nbsp;The implementation of the core WASH activities worked well. &nbsp;The integration of Natural Resource Management (NRM) activities in the project was also appreciated by beneficiaries and served to mitigate some of the less desirable impacts of the project such as settling of pastoralists around water points, allowing livestock to graze around water points and overall sustainability of rangeland around the project site. &nbsp;(Excerpt, modified)",Evaluated project title: Water sanitation and hygiene transformation for enhanced resiliency (WaTER),Final Evaluation Report,Documents,AID-663-O-14-00011,,4/1/2014 0:00,,Communities ~|~_©_~|~ Health care costs ~|~_©_~|~ Households ~|~_©_~|~ Hygiene ~|~_©_~|~ Sanitation education ~|~_©_~|~ Water ~|~_©_~|~ Water sanitation ~|~_©_~|~ Water supply,Ethiopia,AID-663-A-11-00012,http://pdf.usaid.gov/pdf_docs/PA00JWVB.pdf,1086 KB,040827 - SaafConsult B.V.,,008543 - USAID. Mission to Ethiopia,English,application/pdf,,,Ele Jan Saaf ~|~_©_~|~ Dr. Loay Hidmi ~|~_©_~|~ Alemeshet Tsegaye,Water supply and sanitation,Apr-14,,,,Final performance evaluation of water sanitation and hygiene transformation for enhanced resiliency (WaTER) project (cooperative agreement : AID-663-A-11-00012),,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4NzEy,Ethiopia,,,2014-04-01,2014,ETH,ETH_2014,0.19936868878742398,0.253804905294027,0.34378265412748205,0.5735796660247829,,,0.311375089992801,0.152640443163848,0.435798917327766,,0.10669693530079499,0.248582152515072,,0.430988575569221,0.333160755889205,0.296296296296296,,ETH,2014,2.0,0.29227763970345577,3.0,0.3178124116816344,AFG_2018,AFG_2017,AFG_2014,AGO_2018,AFG_2015
PA-00J-WRV,,Evaluated project title: Integrated Project for HIV/AIDS in Congo = Projet integre de VIH/SIDA au Congo (ProVIC) ~|~_©_~|~ Project title: Global health tech bridge III (GH tech bridge 3),Final Evaluation Report,Documents,AID-OAA-C-13-00032,,7/1/2013 0:00,,HIV/AIDS ~|~_©_~|~ Poor ~|~_©_~|~ Health care systems ~|~_©_~|~ Youth ~|~_©_~|~ Internal conflict ~|~_©_~|~ Commercial sex ~|~_©_~|~ Fishermen ~|~_©_~|~ Laborers ~|~_©_~|~ Disease prevention and control ~|~_©_~|~ People living with AIDS (PLWA) ~|~_©_~|~ Voluntary Counseling and Testing (VCT) for HIV/AIDS,Congo DR,AID-GHH-I-03-07-00061 ~|~_©_~|~ GHH-I-03-07-00061-00,http://pdf.usaid.gov/pdf_docs/PA00JWRV.pdf,1753 KB,"011492 - Development & Training Services, Inc. (dTS)",,010822 - USAID. Bur. for Global Health,English,application/pdf,,,"Kornfield, Ruth ~|~_©_~|~ Lewis, Ann von Briesen ~|~_©_~|~ et al.",HIV / AIDS,Jul-13,,13-B3-013,,USAID/Democratic Republic of the Congo : integrated HIV/AIDS program (ProVIC) : final evaluation,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4NjQ1,,,,2013-07-01,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00J-WRQ,,Evaluated task order title: Supporting evaluation and research to combat HIV (Project SEARCH) ~|~_©_~|~ Project title: Global health technical assistance bridge II (GH tech bridge II),Final Evaluation Report,Documents,AID-OAA-C-12-00027,,12/1/2012 0:00,,HIV/AIDS ~|~_©_~|~ Diseases ~|~_©_~|~ Health ~|~_©_~|~ Nutrition ~|~_©_~|~ Research ~|~_©_~|~ Science ~|~_©_~|~ Technology,Africa south of Sahara ~|~_©_~|~ Ghana ~|~_©_~|~ East Africa,GHH-I-02-07-00032-00 ~|~_©_~|~ GHH-I-00-07-00032-00 ~|~_©_~|~ AID-GHH-I-02-07-00032 ~|~_©_~|~ AID-GHH-I-00-07-00032,http://pdf.usaid.gov/pdf_docs/PA00JWRQ.pdf,619 KB,"011492 - Development & Training Services, Inc. (dTS)",,011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health,English,application/pdf,,,"Molldrem, Vivika ~|~_©_~|~ Justice, Judith",HIV / AIDS,Dec-12,,12-02-025,,USAID/Office of HIV and AIDS : project SEARCH end of project evaluation : supporting evaluation and research to combat HIV,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4NjQx,,,,2012-12-01,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00J-WCX,"Support Program for Economic and Enterprise Development (SPEED) is the third generation of USAID/Mozambique's trade and investment activities focused on the business enabling environment. It works primarily to influence governmental policy advocacy, reform, and implementation.&nbsp; SPEED has a national scope and is designed to increase export diversification, support job creation, and contribute significantly to income generation.&nbsp; The purpose of the performance evaluation was four-fold: (1) to determine whether the current approaches and strategies are working well or not; (2) to capture important information on lessons learned and best practices from the implementation of SPEED activities; (3) to offer recommendations on any necessary, immediate modifications that would re-focus and strengthen the activity for the remaining life of SPEED; and (4) to offer recommendations and findings that would inform the design of future USAID/Mozambique policy advocacy support activities.&nbsp; The evaluation provides detailed analysis of findings for these areas: (1) effectiveness; (2) stakeholder collaboration; (3) sustainability; (4) gender; (5) quantitative activity data; (6) literature review and publications; and (7) key recommendations.&nbsp; (Excerpt, modified)",Evaluated task order title: Support program for economic and enterprise development (SPEED),Final Evaluation Report,Documents,AID-656-O-14-00001,,3/1/2014 0:00,,Business enterprises ~|~_©_~|~ Economic development ~|~_©_~|~ Governance ~|~_©_~|~ Policy reform ~|~_©_~|~ Private sector ~|~_©_~|~ Public administration ~|~_©_~|~ Public opinion ~|~_©_~|~ Women,Mozambique,AID-EDH-I-13-05-00004 ~|~_©_~|~ AID-EDH-I-00-05-00004,http://pdf.usaid.gov/pdf_docs/PA00JWCX.pdf,737 KB,"010800 - FLAG International, LLC (FI)",,008580 - USAID. Mission to Mozambique,English,application/pdf,,,"Nash, Jeffrey ~|~_©_~|~ Dorsey, Jeffrey",Agricultural policy,Mar-14,,,,Performance evaluation of the USAID/Mozambique support program for economic and enterprise development (SPEED),,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4MzQx,Mozambique,,,2014-03-01,2014,MOZ,MOZ_2014,0.254455172025659,0.349394954630481,0.781609195402299,0.8027632331450141,,,0.332386040695692,0.09083956475513599,0.372691605177842,,0.3461975028376839,,0.067009778692743,0.604277225609549,0.9130209681594621,0.537037037037037,,MOZ,2014,3.0,0.5791092190419548,2.0,0.39190567525009734,RWA_2017,RWA_2013,RWA_2018,BFA_2014,LBR_2016
PA-00J-W4N,"AIDS Population and Health Integrated Assistance -- People-Centred, Leadership-Focused, Universal Access, and Sustainability project (APHIAplus) is one of five regional service delivery mechanisms under the APHIAplus service delivery awards.&nbsp; Within the USAID/Kenya Health Implementation Framework 2010-15, the APHIAplus design focused on result 3, ""increasing delivery of quality health services,"" and result 4, ""addressing the underlying social determinants of health of this Implementation Framework.""&nbsp; APHIAplus Nairobi/Coast covers zone 2, which is described as a moderate-need zone that covers urban areas.&nbsp; Working with the Government of Kenya (GoK) and other partners, APHIAplus service-delivery projects support marginalized, vulnerable, and underserved populations.&nbsp; These include youth, most-at-risk populations (MARPs), persons living with HIV, those on antiretroviral drugs (ARVs), orphans and vulnerable children affected by AIDS, women of reproductive age (pregnant and postpartum women), and highly vulnerable girls, neonates, and infants.&nbsp; The implementation strategy concentrates on achieving two levels of results: (1) at the facility and community levels working through national, provincial, and district GOK structures; and (2) with communities through community-based organizations (CBOs).&nbsp; The purpose of the evaluation is to assess the performance of the APHIAplus, primarily for accountability and learning.&nbsp; Its specific objectives are: (1) to conduct an in-depth qualitative assessment of technical and management approaches, coordination with the host country and other stakeholders, and support to country health systems; and (2) to conduct a review of project achievements based on assigned targets in HIV/AIDS, family planning/reproductive health, and child survival activities.&nbsp; This purpose and objectives of the evaluation will be achieved through answering the following five evaluation questions defined in the scope of work: (1) to what extent has the APHIAplus Nairobi/Coast been effective in contributing to achieving results 3 and 4 [and] were the key expected outcomes achieved [and] if not, why not; (2) what strategies employed within the work plan worked and what did not work for successful implementation and achievement of key outcomes in results 3 and 4 [and] why; (3) to what extent were the project's annual work plans and strategies therein informed by new programmatic evidence in the health sector; (4) to what extent was the APHIAplus model appropriate for achieving key outcomes under results 3 and 4; and (5) what sustainable activities in service delivery and healthcare systems were established and/or strengthened at the district health facility and/or community level?&nbsp; The evaluation team concludes that the complicated structure and multiple formats of project documents, make it difficult to fully understand the project's logic in terms of indicators and how the project intended to demonstrate results.&nbsp; Without a clear causal logic, it is difficult to determine APHIAplus's contribution to key indicators, outcomes, and results.&nbsp; Specific evaluation findings, conclusions and recommendations are provided with detailed analysis for each evaluation question.&nbsp; (Excerpt, modified)",'Kenya Support Program',Final Evaluation Report,Documents,AID-623-TO-13-00018 ~|~_©_~|~ AID-623-I-12-00001,,8/1/2013 0:00,,Demographic surveys ~|~_©_~|~ Economic development ~|~_©_~|~ Management ~|~_©_~|~ Mass media ~|~_©_~|~ Nutrition,Kenya,AID-623-A-11-00009,http://pdf.usaid.gov/pdf_docs/PA00JW4N.pdf,4897 KB,"003970 - Management Systems International, Inc. (MSI)",,012598 - USAID. Mission to East Africa,English,application/pdf,,,"Agbiriougu, Brian ~|~_©_~|~ Furnivall, Mary Wieczyniski ~|~_©_~|~ et al.",HIV / AIDS,27-Aug-13,,,,"Final performance evaluation : AIDS, population and health integrated assistance, people-centered, local leadership, universal access, and sustainability (APHIAplus) Nairobi/coast project",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg4MTQw,Kenya,,,2013-08-01,2013,KEN,KEN_2013,0.41980270059645397,0.46422778094027006,0.8808777429467091,0.8547115083589331,,0.33333333333333304,0.47177067939828,0.308868933643922,0.428860285741951,,0.41543700340522105,,,0.382067103323704,0.4530157908361379,0.38888888888888895,,KEN,2013,2.0,0.4952600673060158,3.0,0.47508020212624646,IND_2016,IND_2017,TJK_2014,ZMB_2013,IND_2018
